WorkflowID,StaffRole,TaskName,TimeMinutes,Date,EPRPeriod,Year
W844652,Doctor,Updating Notes,4,2018-07-21,BeforeEPR,2018
W131888,Doctor,Discharge Summary,11,2023-11-16,AfterEPR,2023
W421383,Nurse,Discharge Summary,13,2019-08-26,BeforeEPR,2019
W317196,Admin,Updating Notes,3,2021-10-08,BeforeEPR,2021
W582326,Admin,Documentation,7,2023-07-26,AfterEPR,2023
W238578,Nurse,Discharge Summary,7,2023-03-13,AfterEPR,2023
W756974,Admin,Updating Notes,3,2023-10-21,AfterEPR,2023
W339409,Nurse,Updating Notes,5,2018-02-22,BeforeEPR,2018
W799903,Admin,Discharge Summary,12,2022-02-15,AfterEPR,2022
W637717,Nurse,Updating Notes,5,2018-04-09,BeforeEPR,2018
W848050,Admin,Ordering Tests,3,2024-10-19,AfterEPR,2024
W262427,Admin,Documentation,8,2021-06-23,BeforeEPR,2021
W733255,Nurse,Updating Notes,3,2023-09-02,AfterEPR,2023
W474828,Admin,Documentation,6,2024-06-11,AfterEPR,2024
W655034,Doctor,Discharge Summary,10,2023-12-01,AfterEPR,2023
W525709,Doctor,Discharge Summary,16,2019-02-27,BeforeEPR,2019
W549735,Doctor,Documentation,7,2023-09-04,AfterEPR,2023
W823824,Admin,Documentation,9,2020-02-19,BeforeEPR,2020
W385946,Nurse,Updating Notes,4,2020-11-17,BeforeEPR,2020
W936807,Doctor,Documentation,14,2018-10-27,BeforeEPR,2018
W547277,Nurse,Ordering Tests,5,2021-01-26,BeforeEPR,2021
W512200,Nurse,Ordering Tests,2,2024-04-12,AfterEPR,2024
W211955,Admin,Updating Notes,3,2024-02-09,AfterEPR,2024
W217845,Doctor,Updating Notes,3,2022-06-16,AfterEPR,2022
W429469,Nurse,Discharge Summary,4,2024-12-11,AfterEPR,2024
W903817,Doctor,Ordering Tests,3,2023-08-18,AfterEPR,2023
W267401,Doctor,Documentation,11,2020-05-23,BeforeEPR,2020
W425617,Doctor,Documentation,12,2020-10-14,BeforeEPR,2020
W896540,Doctor,Discharge Summary,10,2024-08-14,AfterEPR,2024
W682711,Doctor,Documentation,6,2023-08-03,AfterEPR,2023
W458413,Doctor,Documentation,5,2023-01-21,AfterEPR,2023
W265243,Admin,Discharge Summary,13,2019-03-15,BeforeEPR,2019
W577727,Admin,Discharge Summary,17,2019-11-07,BeforeEPR,2019
W547954,Nurse,Updating Notes,3,2022-06-06,AfterEPR,2022
W367569,Nurse,Updating Notes,3,2024-03-11,AfterEPR,2024
W609690,Nurse,Discharge Summary,13,2021-10-14,BeforeEPR,2021
W502773,Nurse,Documentation,14,2018-01-26,BeforeEPR,2018
W458213,Admin,Updating Notes,5,2019-08-10,BeforeEPR,2019
W178979,Nurse,Updating Notes,3,2022-09-14,AfterEPR,2022
W727539,Nurse,Documentation,6,2024-03-02,AfterEPR,2024
W692693,Nurse,Documentation,9,2021-06-12,BeforeEPR,2021
W956106,Doctor,Discharge Summary,13,2022-12-14,AfterEPR,2022
W228001,Admin,Ordering Tests,6,2018-05-10,BeforeEPR,2018
W518608,Nurse,Ordering Tests,3,2022-06-24,AfterEPR,2022
W585551,Admin,Ordering Tests,2,2023-12-07,AfterEPR,2023
W327359,Admin,Discharge Summary,11,2022-04-01,AfterEPR,2022
W897454,Admin,Discharge Summary,14,2018-12-15,BeforeEPR,2018
W245156,Doctor,Updating Notes,2,2024-08-07,AfterEPR,2024
W244544,Nurse,Ordering Tests,2,2023-10-25,AfterEPR,2023
W345009,Admin,Updating Notes,3,2024-02-27,AfterEPR,2024
W380568,Admin,Ordering Tests,7,2018-03-27,BeforeEPR,2018
W201405,Nurse,Ordering Tests,7,2020-05-21,BeforeEPR,2020
W496340,Doctor,Updating Notes,2,2023-08-12,AfterEPR,2023
W407381,Admin,Ordering Tests,2,2024-11-21,AfterEPR,2024
W497232,Nurse,Updating Notes,3,2022-12-07,AfterEPR,2022
W522542,Admin,Documentation,6,2023-11-17,AfterEPR,2023
W360446,Nurse,Discharge Summary,11,2018-06-17,BeforeEPR,2018
W113137,Nurse,Documentation,12,2018-12-25,BeforeEPR,2018
W683634,Doctor,Discharge Summary,8,2022-05-11,AfterEPR,2022
W470821,Admin,Discharge Summary,16,2018-11-26,BeforeEPR,2018
W995670,Admin,Updating Notes,2,2024-11-19,AfterEPR,2024
W608415,Doctor,Updating Notes,4,2024-08-20,AfterEPR,2024
W160336,Admin,Discharge Summary,14,2022-07-02,AfterEPR,2022
W145814,Admin,Documentation,8,2023-10-18,AfterEPR,2023
W260798,Admin,Documentation,6,2024-11-02,AfterEPR,2024
W505728,Nurse,Ordering Tests,3,2023-02-13,AfterEPR,2023
W464958,Nurse,Updating Notes,2,2023-10-18,AfterEPR,2023
W254949,Admin,Updating Notes,5,2018-02-07,BeforeEPR,2018
W442089,Admin,Discharge Summary,12,2023-12-16,AfterEPR,2023
W853482,Admin,Documentation,13,2019-08-25,BeforeEPR,2019
W167436,Nurse,Documentation,13,2021-08-04,BeforeEPR,2021
W738935,Nurse,Discharge Summary,7,2023-09-22,AfterEPR,2023
W751785,Admin,Discharge Summary,11,2022-08-20,AfterEPR,2022
W817736,Nurse,Ordering Tests,3,2023-06-23,AfterEPR,2023
W189697,Nurse,Updating Notes,6,2019-11-19,BeforeEPR,2019
W559317,Admin,Ordering Tests,6,2020-08-19,BeforeEPR,2020
W993193,Nurse,Ordering Tests,6,2020-02-09,BeforeEPR,2020
W358137,Doctor,Ordering Tests,6,2020-11-27,BeforeEPR,2020
W408140,Admin,Updating Notes,2,2024-10-14,AfterEPR,2024
W781016,Doctor,Discharge Summary,12,2023-04-27,AfterEPR,2023
W967404,Admin,Ordering Tests,2,2023-10-15,AfterEPR,2023
W803406,Admin,Ordering Tests,6,2018-02-27,BeforeEPR,2018
W648475,Admin,Discharge Summary,8,2024-05-04,AfterEPR,2024
W485667,Doctor,Updating Notes,5,2019-04-26,BeforeEPR,2019
W767478,Nurse,Documentation,6,2022-01-18,AfterEPR,2022
W360005,Doctor,Updating Notes,5,2018-02-08,BeforeEPR,2018
W124152,Admin,Discharge Summary,14,2021-09-08,BeforeEPR,2021
W633302,Nurse,Updating Notes,2,2023-04-07,AfterEPR,2023
W553945,Doctor,Ordering Tests,3,2022-09-02,AfterEPR,2022
W788408,Admin,Updating Notes,3,2022-07-14,AfterEPR,2022
W707779,Nurse,Ordering Tests,5,2021-09-03,BeforeEPR,2021
W855865,Doctor,Ordering Tests,2,2022-07-11,AfterEPR,2022
W695855,Admin,Updating Notes,5,2021-06-01,BeforeEPR,2021
W354855,Admin,Ordering Tests,5,2021-06-16,BeforeEPR,2021
W852286,Admin,Updating Notes,4,2018-12-17,BeforeEPR,2018
W313433,Admin,Documentation,5,2023-11-24,AfterEPR,2023
W921201,Admin,Ordering Tests,3,2020-02-10,BeforeEPR,2020
W850752,Admin,Ordering Tests,3,2024-01-03,AfterEPR,2024
W965751,Nurse,Documentation,13,2019-05-21,BeforeEPR,2019
W791762,Nurse,Ordering Tests,3,2022-09-11,AfterEPR,2022
W742456,Nurse,Ordering Tests,2,2023-09-16,AfterEPR,2023
W891196,Admin,Ordering Tests,2,2023-07-10,AfterEPR,2023
W367983,Admin,Discharge Summary,10,2024-06-14,AfterEPR,2024
W332659,Doctor,Discharge Summary,12,2020-12-10,BeforeEPR,2020
W740593,Nurse,Updating Notes,4,2018-04-23,BeforeEPR,2018
W784684,Admin,Documentation,10,2021-12-27,BeforeEPR,2021
W593853,Doctor,Ordering Tests,1,2023-06-25,AfterEPR,2023
W256308,Doctor,Discharge Summary,8,2024-02-24,AfterEPR,2024
W115716,Nurse,Documentation,6,2023-11-05,AfterEPR,2023
W485779,Nurse,Ordering Tests,2,2022-05-15,AfterEPR,2022
W119460,Nurse,Discharge Summary,11,2018-01-03,BeforeEPR,2018
W381441,Doctor,Documentation,10,2021-07-24,BeforeEPR,2021
W713978,Nurse,Updating Notes,3,2024-08-13,AfterEPR,2024
W812638,Admin,Ordering Tests,5,2020-04-10,BeforeEPR,2020
W273131,Admin,Ordering Tests,3,2023-04-06,AfterEPR,2023
W921786,Admin,Updating Notes,3,2020-03-02,BeforeEPR,2020
W583660,Admin,Documentation,9,2018-06-03,BeforeEPR,2018
W665376,Nurse,Ordering Tests,5,2021-06-07,BeforeEPR,2021
W741798,Nurse,Discharge Summary,16,2019-03-18,BeforeEPR,2019
W135092,Nurse,Discharge Summary,10,2023-08-14,AfterEPR,2023
W961077,Nurse,Updating Notes,2,2024-11-12,AfterEPR,2024
W525468,Doctor,Ordering Tests,6,2018-04-26,BeforeEPR,2018
W212493,Admin,Documentation,5,2023-07-27,AfterEPR,2023
W557857,Admin,Documentation,6,2021-02-15,BeforeEPR,2021
W959064,Admin,Documentation,7,2022-08-09,AfterEPR,2022
W427687,Nurse,Ordering Tests,3,2023-02-21,AfterEPR,2023
W401840,Doctor,Updating Notes,2,2024-08-15,AfterEPR,2024
W454088,Admin,Documentation,13,2019-03-14,BeforeEPR,2019
W225181,Doctor,Ordering Tests,2,2022-03-18,AfterEPR,2022
W241076,Doctor,Ordering Tests,5,2021-04-11,BeforeEPR,2021
W725404,Nurse,Updating Notes,2,2024-04-07,AfterEPR,2024
W879105,Admin,Documentation,6,2023-05-16,AfterEPR,2023
W396676,Doctor,Updating Notes,2,2024-11-12,AfterEPR,2024
W318571,Admin,Documentation,13,2019-11-19,BeforeEPR,2019
W239007,Doctor,Updating Notes,2,2023-07-27,AfterEPR,2023
W396885,Admin,Discharge Summary,17,2019-12-03,BeforeEPR,2019
W491675,Nurse,Ordering Tests,6,2018-05-21,BeforeEPR,2018
W818221,Admin,Discharge Summary,16,2021-12-09,BeforeEPR,2021
W197858,Doctor,Updating Notes,2,2023-02-16,AfterEPR,2023
W170008,Admin,Discharge Summary,16,2018-04-09,BeforeEPR,2018
W380715,Doctor,Discharge Summary,10,2024-09-08,AfterEPR,2024
W748144,Nurse,Updating Notes,2,2023-01-14,AfterEPR,2023
W940081,Admin,Documentation,12,2020-10-27,BeforeEPR,2020
W320501,Nurse,Documentation,6,2024-06-27,AfterEPR,2024
W412791,Admin,Discharge Summary,13,2019-10-20,BeforeEPR,2019
W562668,Doctor,Discharge Summary,14,2019-04-07,BeforeEPR,2019
W555281,Admin,Updating Notes,4,2021-03-12,BeforeEPR,2021
W355186,Admin,Discharge Summary,10,2022-06-09,AfterEPR,2022
W361821,Nurse,Ordering Tests,6,2019-06-05,BeforeEPR,2019
W775540,Nurse,Updating Notes,2,2022-11-26,AfterEPR,2022
W852139,Admin,Ordering Tests,2,2024-10-12,AfterEPR,2024
W968905,Nurse,Discharge Summary,13,2018-07-07,BeforeEPR,2018
W595510,Admin,Discharge Summary,12,2020-04-08,BeforeEPR,2020
W570642,Admin,Discharge Summary,14,2021-01-24,BeforeEPR,2021
W587028,Nurse,Discharge Summary,9,2023-05-04,AfterEPR,2023
W299428,Doctor,Discharge Summary,10,2023-03-10,AfterEPR,2023
W700272,Doctor,Discharge Summary,11,2024-08-13,AfterEPR,2024
W710233,Doctor,Updating Notes,3,2020-06-20,BeforeEPR,2020
W117292,Doctor,Discharge Summary,10,2018-09-15,BeforeEPR,2018
W209995,Doctor,Discharge Summary,16,2020-10-09,BeforeEPR,2020
W593170,Nurse,Updating Notes,2,2024-11-25,AfterEPR,2024
W511413,Admin,Ordering Tests,3,2024-07-16,AfterEPR,2024
W476095,Doctor,Discharge Summary,9,2024-04-02,AfterEPR,2024
W838280,Admin,Ordering Tests,5,2021-07-27,BeforeEPR,2021
W447180,Admin,Ordering Tests,3,2023-03-13,AfterEPR,2023
W221984,Doctor,Documentation,9,2022-05-11,AfterEPR,2022
W163705,Doctor,Ordering Tests,2,2024-10-02,AfterEPR,2024
W389330,Doctor,Ordering Tests,2,2022-11-14,AfterEPR,2022
W495875,Doctor,Discharge Summary,14,2019-03-17,BeforeEPR,2019
W485122,Nurse,Documentation,12,2018-02-07,BeforeEPR,2018
W672325,Doctor,Updating Notes,3,2023-06-08,AfterEPR,2023
W955782,Admin,Ordering Tests,6,2020-05-18,BeforeEPR,2020
W107135,Admin,Documentation,8,2023-12-23,AfterEPR,2023
W456102,Nurse,Ordering Tests,4,2018-02-08,BeforeEPR,2018
W821098,Admin,Ordering Tests,2,2024-03-12,AfterEPR,2024
W122004,Admin,Documentation,6,2022-05-14,AfterEPR,2022
W124042,Nurse,Updating Notes,5,2018-02-09,BeforeEPR,2018
W516156,Nurse,Updating Notes,3,2023-05-03,AfterEPR,2023
W394178,Doctor,Documentation,7,2022-08-12,AfterEPR,2022
W303491,Admin,Updating Notes,3,2023-10-18,AfterEPR,2023
W224534,Admin,Ordering Tests,6,2018-04-08,BeforeEPR,2018
W719112,Nurse,Discharge Summary,7,2022-11-10,AfterEPR,2022
W604078,Doctor,Ordering Tests,5,2020-10-03,BeforeEPR,2020
W843211,Nurse,Ordering Tests,3,2022-10-08,AfterEPR,2022
W133429,Nurse,Updating Notes,3,2024-09-13,AfterEPR,2024
W450211,Nurse,Discharge Summary,13,2021-02-22,BeforeEPR,2021
W994047,Admin,Documentation,7,2022-01-19,AfterEPR,2022
W733293,Doctor,Updating Notes,3,2024-04-01,AfterEPR,2024
W854742,Nurse,Discharge Summary,9,2023-04-11,AfterEPR,2023
W775233,Nurse,Updating Notes,5,2021-03-05,BeforeEPR,2021
W809009,Doctor,Documentation,9,2023-12-19,AfterEPR,2023
W629640,Admin,Ordering Tests,6,2018-05-06,BeforeEPR,2018
W216197,Doctor,Discharge Summary,11,2022-06-20,AfterEPR,2022
W278726,Nurse,Documentation,14,2018-08-24,BeforeEPR,2018
W594285,Admin,Ordering Tests,2,2024-12-11,AfterEPR,2024
W424819,Doctor,Documentation,6,2022-12-09,AfterEPR,2022
W732017,Admin,Ordering Tests,2,2022-03-22,AfterEPR,2022
W232219,Doctor,Ordering Tests,4,2018-09-15,BeforeEPR,2018
W655713,Doctor,Ordering Tests,5,2018-11-03,BeforeEPR,2018
W241512,Doctor,Ordering Tests,5,2018-11-08,BeforeEPR,2018
W843005,Nurse,Discharge Summary,18,2021-08-10,BeforeEPR,2021
W472649,Doctor,Ordering Tests,2,2023-04-08,AfterEPR,2023
W440289,Admin,Documentation,7,2022-09-18,AfterEPR,2022
W307273,Admin,Discharge Summary,8,2022-10-27,AfterEPR,2022
W480778,Nurse,Discharge Summary,9,2023-04-15,AfterEPR,2023
W612267,Admin,Documentation,7,2022-02-21,AfterEPR,2022
W517516,Doctor,Updating Notes,2,2024-01-12,AfterEPR,2024
W658761,Nurse,Documentation,6,2024-03-09,AfterEPR,2024
W833769,Doctor,Discharge Summary,12,2023-09-13,AfterEPR,2023
W101852,Admin,Updating Notes,2,2023-03-18,AfterEPR,2023
W593487,Nurse,Discharge Summary,10,2022-01-13,AfterEPR,2022
W410213,Admin,Updating Notes,3,2023-02-14,AfterEPR,2023
W180326,Admin,Ordering Tests,6,2018-03-09,BeforeEPR,2018
W912867,Doctor,Ordering Tests,2,2023-08-09,AfterEPR,2023
W382412,Doctor,Updating Notes,5,2019-06-17,BeforeEPR,2019
W870673,Doctor,Documentation,11,2021-12-06,BeforeEPR,2021
W616866,Nurse,Discharge Summary,9,2022-10-07,AfterEPR,2022
W505046,Nurse,Ordering Tests,3,2023-08-14,AfterEPR,2023
W449403,Admin,Updating Notes,2,2022-01-03,AfterEPR,2022
W629405,Nurse,Ordering Tests,2,2024-02-16,AfterEPR,2024
W281281,Nurse,Ordering Tests,6,2021-03-18,BeforeEPR,2021
W790994,Admin,Updating Notes,2,2023-06-02,AfterEPR,2023
W250992,Admin,Discharge Summary,17,2021-04-20,BeforeEPR,2021
W519961,Admin,Ordering Tests,3,2024-06-18,AfterEPR,2024
W840054,Nurse,Updating Notes,2,2024-04-17,AfterEPR,2024
W613393,Admin,Updating Notes,3,2018-02-20,BeforeEPR,2018
W981306,Doctor,Discharge Summary,10,2023-07-27,AfterEPR,2023
W110810,Admin,Updating Notes,4,2019-12-17,BeforeEPR,2019
W922093,Admin,Discharge Summary,14,2021-04-08,BeforeEPR,2021
W683150,Admin,Updating Notes,3,2023-04-26,AfterEPR,2023
W118641,Doctor,Ordering Tests,2,2022-12-10,AfterEPR,2022
W349816,Doctor,Documentation,7,2024-07-21,AfterEPR,2024
W606616,Doctor,Updating Notes,3,2019-09-21,BeforeEPR,2019
W813307,Admin,Updating Notes,2,2023-06-17,AfterEPR,2023
W166859,Admin,Ordering Tests,4,2019-03-26,BeforeEPR,2019
W528976,Admin,Discharge Summary,16,2018-03-18,BeforeEPR,2018
W768679,Nurse,Updating Notes,6,2020-03-17,BeforeEPR,2020
W990654,Nurse,Ordering Tests,6,2019-01-05,BeforeEPR,2019
W566933,Admin,Ordering Tests,5,2020-01-18,BeforeEPR,2020
W855497,Nurse,Documentation,8,2024-01-06,AfterEPR,2024
W950648,Admin,Documentation,6,2022-10-06,AfterEPR,2022
W761505,Doctor,Documentation,9,2020-11-02,BeforeEPR,2020
W298773,Doctor,Documentation,13,2021-09-04,BeforeEPR,2021
W918478,Nurse,Discharge Summary,10,2023-02-15,AfterEPR,2023
W664490,Nurse,Discharge Summary,8,2024-05-21,AfterEPR,2024
W500849,Nurse,Ordering Tests,3,2023-11-23,AfterEPR,2023
W501667,Nurse,Updating Notes,2,2023-11-02,AfterEPR,2023
W478479,Nurse,Documentation,7,2024-01-09,AfterEPR,2024
W394012,Nurse,Documentation,7,2022-03-26,AfterEPR,2022
W316149,Admin,Ordering Tests,2,2022-01-26,AfterEPR,2022
W540066,Doctor,Ordering Tests,3,2023-09-13,AfterEPR,2023
W239964,Doctor,Discharge Summary,12,2022-07-18,AfterEPR,2022
W351365,Nurse,Ordering Tests,2,2022-10-09,AfterEPR,2022
W367686,Doctor,Updating Notes,2,2023-08-19,AfterEPR,2023
W458669,Nurse,Discharge Summary,13,2019-08-14,BeforeEPR,2019
W622182,Admin,Documentation,5,2023-10-25,AfterEPR,2023
W307682,Doctor,Documentation,13,2018-06-11,BeforeEPR,2018
W281944,Admin,Ordering Tests,3,2023-07-14,AfterEPR,2023
W302056,Nurse,Updating Notes,2,2022-04-04,AfterEPR,2022
W895097,Doctor,Ordering Tests,2,2022-08-10,AfterEPR,2022
W580026,Nurse,Updating Notes,5,2018-01-08,BeforeEPR,2018
W962485,Nurse,Ordering Tests,2,2022-07-26,AfterEPR,2022
W640924,Nurse,Updating Notes,3,2022-08-16,AfterEPR,2022
W611115,Nurse,Discharge Summary,14,2020-06-21,BeforeEPR,2020
W936256,Nurse,Discharge Summary,8,2024-12-24,AfterEPR,2024
W269131,Doctor,Updating Notes,4,2018-12-15,BeforeEPR,2018
W639462,Doctor,Discharge Summary,12,2019-12-27,BeforeEPR,2019
W626313,Admin,Discharge Summary,14,2018-04-12,BeforeEPR,2018
W165839,Admin,Updating Notes,3,2022-01-22,AfterEPR,2022
W850599,Doctor,Updating Notes,4,2020-07-20,BeforeEPR,2020
W618527,Nurse,Updating Notes,4,2021-11-17,BeforeEPR,2021
W592623,Nurse,Documentation,8,2023-01-23,AfterEPR,2023
W336876,Admin,Updating Notes,5,2018-09-10,BeforeEPR,2018
W840378,Doctor,Updating Notes,2,2022-09-13,AfterEPR,2022
W787184,Nurse,Ordering Tests,3,2024-12-11,AfterEPR,2024
W650820,Admin,Ordering Tests,3,2024-07-11,AfterEPR,2024
W330958,Admin,Discharge Summary,16,2021-04-18,BeforeEPR,2021
W737642,Nurse,Ordering Tests,7,2018-07-27,BeforeEPR,2018
W919952,Nurse,Documentation,11,2018-11-21,BeforeEPR,2018
W896743,Nurse,Ordering Tests,2,2022-04-17,AfterEPR,2022
W901041,Admin,Documentation,8,2022-04-16,AfterEPR,2022
W634578,Admin,Ordering Tests,2,2022-06-25,AfterEPR,2022
W574897,Admin,Ordering Tests,6,2020-06-19,BeforeEPR,2020
W413036,Doctor,Ordering Tests,2,2024-09-21,AfterEPR,2024
W391110,Nurse,Ordering Tests,3,2022-01-25,AfterEPR,2022
W807757,Admin,Updating Notes,3,2022-12-03,AfterEPR,2022
W968701,Nurse,Ordering Tests,5,2021-05-16,BeforeEPR,2021
W180320,Doctor,Discharge Summary,12,2023-06-18,AfterEPR,2023
W251897,Doctor,Ordering Tests,4,2020-11-06,BeforeEPR,2020
W388019,Nurse,Updating Notes,3,2024-07-23,AfterEPR,2024
W233909,Admin,Documentation,12,2018-09-20,BeforeEPR,2018
W610214,Admin,Ordering Tests,6,2019-06-24,BeforeEPR,2019
W523938,Doctor,Ordering Tests,6,2020-07-04,BeforeEPR,2020
W834369,Admin,Documentation,6,2024-01-14,AfterEPR,2024
W677561,Nurse,Documentation,7,2022-05-25,AfterEPR,2022
W410051,Doctor,Updating Notes,2,2022-09-03,AfterEPR,2022
W669579,Nurse,Documentation,12,2020-02-20,BeforeEPR,2020
W325115,Nurse,Ordering Tests,3,2024-04-02,AfterEPR,2024
W554170,Admin,Documentation,5,2022-10-23,AfterEPR,2022
W688035,Doctor,Discharge Summary,16,2021-01-14,BeforeEPR,2021
W509762,Admin,Discharge Summary,11,2022-02-19,AfterEPR,2022
W868427,Doctor,Updating Notes,4,2018-01-17,BeforeEPR,2018
W641876,Doctor,Updating Notes,4,2019-03-22,BeforeEPR,2019
W626169,Admin,Updating Notes,3,2024-05-06,AfterEPR,2024
W994801,Nurse,Updating Notes,3,2023-04-27,AfterEPR,2023
W165637,Doctor,Documentation,8,2023-06-15,AfterEPR,2023
W366245,Doctor,Ordering Tests,5,2019-09-09,BeforeEPR,2019
W777996,Admin,Discharge Summary,15,2018-02-14,BeforeEPR,2018
W360449,Doctor,Updating Notes,3,2022-02-04,AfterEPR,2022
W970579,Admin,Documentation,12,2021-07-19,BeforeEPR,2021
W567937,Nurse,Ordering Tests,2,2024-03-01,AfterEPR,2024
W969821,Admin,Updating Notes,2,2024-01-05,AfterEPR,2024
W487615,Nurse,Ordering Tests,6,2021-11-22,BeforeEPR,2021
W913053,Admin,Discharge Summary,15,2018-11-27,BeforeEPR,2018
W117222,Admin,Updating Notes,2,2023-03-19,AfterEPR,2023
W308285,Nurse,Ordering Tests,5,2019-01-12,BeforeEPR,2019
W508378,Doctor,Discharge Summary,16,2020-10-13,BeforeEPR,2020
W962067,Doctor,Discharge Summary,8,2022-11-08,AfterEPR,2022
W703567,Doctor,Ordering Tests,5,2018-11-11,BeforeEPR,2018
W939991,Doctor,Ordering Tests,5,2019-05-23,BeforeEPR,2019
W939391,Doctor,Ordering Tests,2,2022-08-20,AfterEPR,2022
W484669,Nurse,Updating Notes,3,2022-09-09,AfterEPR,2022
W427923,Nurse,Ordering Tests,3,2022-03-24,AfterEPR,2022
W301005,Nurse,Updating Notes,3,2024-11-10,AfterEPR,2024
W249708,Admin,Updating Notes,3,2024-09-06,AfterEPR,2024
W273966,Admin,Documentation,6,2024-07-15,AfterEPR,2024
W443448,Admin,Ordering Tests,3,2022-11-10,AfterEPR,2022
W799836,Doctor,Discharge Summary,16,2018-04-11,BeforeEPR,2018
W805832,Doctor,Discharge Summary,11,2023-10-19,AfterEPR,2023
W183233,Admin,Documentation,6,2024-08-07,AfterEPR,2024
W532493,Nurse,Discharge Summary,9,2022-04-18,AfterEPR,2022
W984337,Doctor,Documentation,12,2020-09-23,BeforeEPR,2020
W672455,Nurse,Documentation,6,2022-01-02,AfterEPR,2022
W962541,Nurse,Discharge Summary,15,2021-03-15,BeforeEPR,2021
W274021,Nurse,Discharge Summary,16,2020-10-19,BeforeEPR,2020
W337945,Nurse,Ordering Tests,5,2019-05-23,BeforeEPR,2019
W811740,Doctor,Updating Notes,4,2018-04-25,BeforeEPR,2018
W333230,Nurse,Discharge Summary,17,2019-02-11,BeforeEPR,2019
W465919,Doctor,Discharge Summary,8,2024-06-04,AfterEPR,2024
W269851,Nurse,Ordering Tests,5,2019-02-22,BeforeEPR,2019
W971478,Nurse,Discharge Summary,10,2024-11-22,AfterEPR,2024
W565595,Nurse,Updating Notes,4,2021-11-07,BeforeEPR,2021
W435791,Admin,Discharge Summary,16,2019-08-17,BeforeEPR,2019
W177814,Nurse,Updating Notes,2,2024-04-27,AfterEPR,2024
W241354,Nurse,Documentation,10,2019-09-17,BeforeEPR,2019
W490152,Doctor,Discharge Summary,17,2018-12-10,BeforeEPR,2018
W710066,Doctor,Ordering Tests,3,2022-04-13,AfterEPR,2022
W901078,Nurse,Documentation,12,2021-04-19,BeforeEPR,2021
W449893,Nurse,Discharge Summary,13,2018-12-07,BeforeEPR,2018
W864937,Admin,Documentation,14,2018-11-13,BeforeEPR,2018
W348207,Admin,Ordering Tests,5,2020-10-11,BeforeEPR,2020
W432173,Nurse,Updating Notes,3,2020-06-01,BeforeEPR,2020
W244299,Admin,Discharge Summary,15,2018-06-03,BeforeEPR,2018
W194583,Doctor,Documentation,8,2024-06-21,AfterEPR,2024
W571060,Admin,Documentation,11,2018-05-25,BeforeEPR,2018
W403958,Nurse,Discharge Summary,11,2024-08-04,AfterEPR,2024
W652920,Admin,Documentation,12,2020-12-22,BeforeEPR,2020
W219193,Nurse,Discharge Summary,16,2018-06-20,BeforeEPR,2018
W244729,Doctor,Documentation,6,2024-07-22,AfterEPR,2024
W631900,Admin,Discharge Summary,11,2021-01-07,BeforeEPR,2021
W549306,Nurse,Updating Notes,4,2018-07-25,BeforeEPR,2018
W654128,Nurse,Ordering Tests,2,2023-11-27,AfterEPR,2023
W150810,Admin,Ordering Tests,2,2024-03-17,AfterEPR,2024
W141979,Admin,Ordering Tests,3,2022-07-13,AfterEPR,2022
W158193,Nurse,Ordering Tests,2,2024-04-10,AfterEPR,2024
W343800,Doctor,Updating Notes,3,2018-02-01,BeforeEPR,2018
W916343,Doctor,Updating Notes,3,2023-10-14,AfterEPR,2023
W880970,Nurse,Discharge Summary,12,2022-09-05,AfterEPR,2022
W394226,Admin,Updating Notes,6,2018-06-12,BeforeEPR,2018
W453062,Admin,Discharge Summary,13,2018-11-12,BeforeEPR,2018
W898451,Nurse,Ordering Tests,3,2022-06-11,AfterEPR,2022
W731335,Doctor,Updating Notes,3,2022-07-13,AfterEPR,2022
W868365,Nurse,Documentation,5,2022-06-01,AfterEPR,2022
W247647,Admin,Discharge Summary,9,2023-12-03,AfterEPR,2023
W865922,Nurse,Updating Notes,2,2023-12-16,AfterEPR,2023
W100296,Doctor,Documentation,12,2020-12-13,BeforeEPR,2020
W930552,Doctor,Updating Notes,2,2024-10-07,AfterEPR,2024
W703422,Doctor,Ordering Tests,4,2019-09-18,BeforeEPR,2019
W628434,Nurse,Documentation,11,2021-05-09,BeforeEPR,2021
W541695,Doctor,Ordering Tests,7,2019-03-03,BeforeEPR,2019
W278673,Doctor,Documentation,8,2023-08-11,AfterEPR,2023
W973646,Nurse,Updating Notes,3,2023-12-17,AfterEPR,2023
W864824,Nurse,Updating Notes,2,2024-11-13,AfterEPR,2024
W430476,Nurse,Discharge Summary,14,2018-09-09,BeforeEPR,2018
W709740,Admin,Documentation,7,2022-04-25,AfterEPR,2022
W228306,Doctor,Ordering Tests,5,2021-03-15,BeforeEPR,2021
W235653,Nurse,Ordering Tests,5,2020-01-12,BeforeEPR,2020
W871705,Admin,Updating Notes,5,2020-11-26,BeforeEPR,2020
W210515,Nurse,Updating Notes,4,2021-09-22,BeforeEPR,2021
W942993,Nurse,Updating Notes,5,2020-12-17,BeforeEPR,2020
W857971,Admin,Documentation,7,2023-03-23,AfterEPR,2023
W691211,Admin,Ordering Tests,3,2023-09-18,AfterEPR,2023
W533499,Nurse,Ordering Tests,7,2020-04-23,BeforeEPR,2020
W774304,Nurse,Documentation,7,2019-01-15,BeforeEPR,2019
W560863,Admin,Documentation,7,2023-03-06,AfterEPR,2023
W434705,Admin,Ordering Tests,6,2021-04-21,BeforeEPR,2021
